item_id,order_id,product_id,quantity,unit_price,discount
1452,ORD500844,PRD0040,2,389.96,0
1453,ORD500845,PRD0032,2,55.38,0
1454,ORD500845,PRD0011,1,514.44,0
1455,ORD500845,PRD0003,1,395.02,0
1456,ORD500846,PRD0021,2,246.6,0.25
1457,ORD500847,PRD0010,1,249.37,0
1458,ORD500848,PRD0017,2,147.48,0
1459,ORD500849,PRD0011,1,514.44,0
1460,ORD500849,PRD0037,1,323.55,0
1461,ORD500850,PRD0017,1,147.48,0.15
1462,ORD500851,PRD0032,2,55.38,0.1
1463,ORD500851,PRD0032,1,55.38,0.2
1464,ORD500851,PRD0020,2,61.78,0
1465,ORD500852,PRD0035,1,6.99,0
1466,ORD500852,PRD0019,1,196.29,0.15
1467,ORD500853,PRD0018,2,181.28,0
1468,ORD500854,PRD0019,2,196.29,0.1
1469,ORD500855,PRD0035,1,6.99,0
1470,ORD500855,PRD0031,1,51.37,0
1471,ORD500855,PRD0029,1,120.17,0
1472,ORD500856,PRD0044,2,92.65,0
1473,ORD500856,PRD0032,1,55.38,0.1
1474,ORD500857,PRD0026,1,51.81,0
1475,ORD500857,PRD0011,2,514.44,0.2
1476,ORD500858,PRD0030,2,75.43,0
1477,ORD500859,PRD0036,1,63.41,0
1478,ORD500860,PRD0042,1,190.66,0.1
1479,ORD500860,PRD0003,3,395.02,0.1
1480,ORD500860,PRD0018,1,181.28,0.1
1481,ORD500861,PRD0014,1,230.34,0
1482,ORD500862,PRD0043,1,373.96,0
1483,ORD500862,PRD0030,2,75.43,0
1484,ORD500863,PRD0023,1,17.37,0
1485,ORD500864,PRD0044,3,92.65,0
1486,ORD500864,PRD0014,1,230.34,0
1487,ORD500864,PRD0018,1,181.28,0.1
1488,ORD500865,PRD0009,1,345.4,0
1489,ORD500865,PRD0012,1,436.2,0.1
1490,ORD500866,PRD0003,2,395.02,0.15
1491,ORD500867,PRD0042,2,190.66,0
1492,ORD500868,PRD0015,2,175.89,0
1493,ORD500868,PRD0026,1,51.81,0
1494,ORD500869,PRD0007,2,40.48,0
1495,ORD500870,PRD0008,2,468.76,0.1
1496,ORD500870,PRD0034,2,9.75,0
1497,ORD500870,PRD0003,1,395.02,0.1
1498,ORD500870,PRD0032,1,55.38,0
1499,ORD500871,PRD0003,1,395.02,0
1500,ORD500872,PRD0022,2,27.77,0
1501,ORD500872,PRD0013,2,291.51,0
1502,ORD500872,PRD0030,1,75.43,0
1503,ORD500873,PRD0011,1,514.44,0
1504,ORD500874,PRD0013,1,291.51,0
1505,ORD500875,PRD0019,1,196.29,0
1506,ORD500876,PRD0031,1,51.37,0
1507,ORD500876,PRD0003,1,395.02,0
1508,ORD500876,PRD0042,3,190.66,0
1509,ORD500877,PRD0016,1,101.17,0
1510,ORD500877,PRD0013,2,291.51,0.25
1511,ORD500878,PRD0036,2,63.41,0
1512,ORD500879,PRD0013,1,291.51,0.1
1513,ORD500880,PRD0036,1,63.41,0
1514,ORD500880,PRD0041,1,83.78,0
1515,ORD500881,PRD0028,1,47.66,0
1516,ORD500882,PRD0014,1,230.34,0.15
1517,ORD500883,PRD0039,2,301.61,0
1518,ORD500884,PRD0019,1,196.29,0
1519,ORD500885,PRD0008,1,468.76,0
1520,ORD500885,PRD0019,2,196.29,0
1521,ORD500885,PRD0041,1,83.78,0
1522,ORD500886,PRD0039,1,301.61,0
1523,ORD500887,PRD0039,2,301.61,0
1524,ORD500888,PRD0036,3,63.41,0.2
1525,ORD500889,PRD0022,1,27.77,0
1526,ORD500890,PRD0020,1,61.78,0.15
1527,ORD500891,PRD0026,1,51.81,0.1
1528,ORD500891,PRD0007,1,40.48,0.25
1529,ORD500892,PRD0039,2,301.61,0.1
1530,ORD500893,PRD0036,1,63.41,0
1531,ORD500894,PRD0028,2,47.66,0
1532,ORD500894,PRD0008,1,468.76,0.15
1533,ORD500894,PRD0005,3,145.0,0
1534,ORD500895,PRD0031,1,51.37,0
1535,ORD500896,PRD0039,1,301.61,0
1536,ORD500896,PRD0010,1,249.37,0
1537,ORD500896,PRD0010,1,249.37,0
1538,ORD500896,PRD0023,1,17.37,0.1
1539,ORD500897,PRD0035,1,6.99,0
1540,ORD500897,PRD0033,2,19.22,0
1541,ORD500897,PRD0007,1,40.48,0
1542,ORD500898,PRD0044,2,92.65,0
1543,ORD500899,PRD0031,2,51.37,0
1544,ORD500900,PRD0018,3,181.28,0.1
1545,ORD500900,PRD0016,3,101.17,0.25
1546,ORD500901,PRD0015,1,175.89,0.25
1547,ORD500902,PRD0035,1,6.99,0.1
1548,ORD500902,PRD0019,1,196.29,0
1549,ORD500903,PRD0031,1,51.37,0.1
1550,ORD500904,PRD0032,1,55.38,0
1551,ORD500905,PRD0041,1,83.78,0.15
1552,ORD500906,PRD0040,1,389.96,0
1553,ORD500906,PRD0019,1,196.29,0.15
1554,ORD500906,PRD0040,1,389.96,0
1555,ORD500907,PRD0031,1,51.37,0
1556,ORD500907,PRD0031,1,51.37,0
1557,ORD500907,PRD0036,2,63.41,0.1
1558,ORD500908,PRD0035,1,6.99,0
1559,ORD500908,PRD0003,2,395.02,0
1560,ORD500909,PRD0010,1,249.37,0.15
1561,ORD500909,PRD0031,1,51.37,0
1562,ORD500909,PRD0014,1,230.34,0.15
1563,ORD500910,PRD0038,1,219.13,0.1
1564,ORD500911,PRD0019,2,196.29,0.1
1565,ORD500912,PRD0005,3,145.0,0
1566,ORD500912,PRD0010,1,249.37,0
1567,ORD500913,PRD0040,1,389.96,0.15
1568,ORD500914,PRD0011,1,514.44,0
1569,ORD500915,PRD0002,1,582.77,0
1570,ORD500915,PRD0014,1,230.34,0.1
1571,ORD500915,PRD0031,1,51.37,0
1572,ORD500916,PRD0020,1,61.78,0.15
1573,ORD500917,PRD0035,1,6.99,0.1
1574,ORD500918,PRD0003,2,395.02,0
1575,ORD500919,PRD0031,1,51.37,0
1576,ORD500920,PRD0016,1,101.17,0
1577,ORD500921,PRD0018,2,181.28,0.2
1578,ORD500921,PRD0009,1,345.4,0
1579,ORD500922,PRD0011,1,514.44,0
1580,ORD500923,PRD0028,1,47.66,0
1581,ORD500923,PRD0020,1,61.78,0
1582,ORD500924,PRD0020,1,61.78,0
1583,ORD500925,PRD0006,1,163.15,0
1584,ORD500925,PRD0018,1,181.28,0
1585,ORD500925,PRD0020,1,61.78,0
1586,ORD500926,PRD0010,1,249.37,0
1587,ORD500927,PRD0017,1,147.48,0
1588,ORD500927,PRD0005,1,145.0,0
1589,ORD500927,PRD0041,1,83.78,0
1590,ORD500928,PRD0018,1,181.28,0
1591,ORD500928,PRD0020,1,61.78,0
1592,ORD500928,PRD0041,1,83.78,0
1593,ORD500929,PRD0033,3,19.22,0
1594,ORD500930,PRD0042,1,190.66,0.2
1595,ORD500931,PRD0031,1,51.37,0
1596,ORD500931,PRD0011,1,514.44,0.1
1597,ORD500932,PRD0007,1,40.48,0
1598,ORD500933,PRD0033,1,19.22,0.1
1599,ORD500934,PRD0035,1,6.99,0
1600,ORD500934,PRD0007,1,40.48,0.25
1601,ORD500935,PRD0039,1,301.61,0
1602,ORD500935,PRD0039,1,301.61,0.2
1603,ORD500935,PRD0019,2,196.29,0
1604,ORD500936,PRD0036,1,63.41,0.2
1605,ORD500936,PRD0039,1,301.61,0
1606,ORD500937,PRD0035,1,6.99,0.15
1607,ORD500937,PRD0009,1,345.4,0
1608,ORD500938,PRD0009,2,345.4,0.15
1609,ORD500939,PRD0039,1,301.61,0
1610,ORD500939,PRD0039,1,301.61,0
1611,ORD500939,PRD0044,1,92.65,0
1612,ORD500940,PRD0039,1,301.61,0
1613,ORD500940,PRD0014,1,230.34,0
1614,ORD500940,PRD0013,1,291.51,0.25
1615,ORD500941,PRD0007,1,40.48,0
1616,ORD500941,PRD0007,1,40.48,0
1617,ORD500942,PRD0011,1,514.44,0.2
1618,ORD500943,PRD0010,1,249.37,0
1619,ORD500944,PRD0011,3,514.44,0.1
1620,ORD500944,PRD0003,1,395.02,0
1621,ORD500944,PRD0015,2,175.89,0.15
1622,ORD500945,PRD0030,1,75.43,0.1
1623,ORD500945,PRD0007,1,40.48,0
1624,ORD500946,PRD0030,1,75.43,0
1625,ORD500946,PRD0037,2,323.55,0.25
1626,ORD500947,PRD0014,2,230.34,0.15
1627,ORD500947,PRD0038,1,219.13,0.1
1628,ORD500947,PRD0009,1,345.4,0.2
1629,ORD500948,PRD0007,2,40.48,0
1630,ORD500948,PRD0008,1,468.76,0
1631,ORD500949,PRD0003,1,395.02,0.1
1632,ORD500949,PRD0035,3,6.99,0.1
1633,ORD500950,PRD0033,1,19.22,0
1634,ORD500950,PRD0044,2,92.65,0
1635,ORD500950,PRD0026,1,51.81,0
1636,ORD500950,PRD0029,1,120.17,0
1637,ORD500951,PRD0039,1,301.61,0
1638,ORD500951,PRD0003,2,395.02,0
1639,ORD500951,PRD0009,1,345.4,0.1
1640,ORD500951,PRD0035,1,6.99,0
1641,ORD500952,PRD0011,1,514.44,0.15
1642,ORD500952,PRD0031,2,51.37,0
1643,ORD500953,PRD0009,2,345.4,0.25
1644,ORD500954,PRD0007,1,40.48,0
1645,ORD500955,PRD0020,1,61.78,0
1646,ORD500956,PRD0003,1,395.02,0
1647,ORD500957,PRD0007,1,40.48,0
1648,ORD500958,PRD0013,1,291.51,0.2
1649,ORD500958,PRD0010,2,249.37,0
1650,ORD500959,PRD0040,1,389.96,0
1651,ORD500959,PRD0039,2,301.61,0
1652,ORD500960,PRD0039,1,301.61,0
1653,ORD500960,PRD0030,1,75.43,0
1654,ORD500960,PRD0031,2,51.37,0
1655,ORD500960,PRD0039,1,301.61,0
1656,ORD500961,PRD0039,3,301.61,0
1657,ORD500961,PRD0002,1,582.77,0
1658,ORD500961,PRD0009,1,345.4,0.2
1659,ORD500961,PRD0039,1,301.61,0.1
1660,ORD500962,PRD0041,1,83.78,0
1661,ORD500963,PRD0020,1,61.78,0
1662,ORD500963,PRD0040,1,389.96,0.25
1663,ORD500964,PRD0009,1,345.4,0
1664,ORD500965,PRD0032,1,55.38,0
1665,ORD500965,PRD0037,1,323.55,0
1666,ORD500966,PRD0003,1,395.02,0.1
1667,ORD500967,PRD0020,2,61.78,0.1
1668,ORD500967,PRD0019,1,196.29,0
1669,ORD500968,PRD0041,1,83.78,0
1670,ORD500969,PRD0009,2,345.4,0.25
1671,ORD500970,PRD0041,1,83.78,0
1672,ORD500970,PRD0042,1,190.66,0.15
1673,ORD500971,PRD0031,1,51.37,0.1
1674,ORD500971,PRD0042,1,190.66,0
1675,ORD500971,PRD0011,1,514.44,0
1676,ORD500972,PRD0031,3,51.37,0
1677,ORD500972,PRD0014,1,230.34,0
1678,ORD500973,PRD0040,1,389.96,0
1679,ORD500973,PRD0019,2,196.29,0
1680,ORD500973,PRD0007,1,40.48,0
1681,ORD500974,PRD0041,1,83.78,0.1
1682,ORD500975,PRD0010,2,249.37,0.1
1683,ORD500975,PRD0035,1,6.99,0.15
1684,ORD500975,PRD0032,1,55.38,0
1685,ORD500975,PRD0019,1,196.29,0.2
1686,ORD500976,PRD0007,2,40.48,0
1687,ORD500976,PRD0003,2,395.02,0.25
1688,ORD500977,PRD0003,1,395.02,0
1689,ORD500978,PRD0037,3,323.55,0.2
1690,ORD500978,PRD0039,1,301.61,0.25
1691,ORD500978,PRD0019,1,196.29,0.15
1692,ORD500979,PRD0028,1,47.66,0.15
1693,ORD500980,PRD0034,2,9.75,0.1
1694,ORD500980,PRD0011,1,514.44,0
1695,ORD500980,PRD0034,3,9.75,0
1696,ORD500981,PRD0011,1,514.44,0
1697,ORD500981,PRD0037,3,323.55,0.25
1698,ORD500982,PRD0031,1,51.37,0.1
1699,ORD500982,PRD0013,1,291.51,0.15
1700,ORD500983,PRD0035,2,6.99,0.1
1701,ORD500983,PRD0030,2,75.43,0
1702,ORD500984,PRD0015,2,175.89,0.1
1703,ORD500984,PRD0039,1,301.61,0.2
1704,ORD500984,PRD0007,1,40.48,0
1705,ORD500984,PRD0011,1,514.44,0.2
1706,ORD500985,PRD0020,1,61.78,0.15
1707,ORD500985,PRD0035,1,6.99,0
1708,ORD500986,PRD0039,1,301.61,0
1709,ORD500986,PRD0025,1,57.65,0
1710,ORD500987,PRD0035,1,6.99,0.1
1711,ORD500987,PRD0022,1,27.77,0
1712,ORD500987,PRD0014,1,230.34,0
1713,ORD500987,PRD0035,2,6.99,0
1714,ORD500988,PRD0041,1,83.78,0
1715,ORD500988,PRD0041,1,83.78,0
1716,ORD500988,PRD0012,1,436.2,0
1717,ORD500989,PRD0007,1,40.48,0.1
1718,ORD500989,PRD0044,1,92.65,0.1
1719,ORD500989,PRD0033,1,19.22,0
1720,ORD500990,PRD0036,1,63.41,0
1721,ORD500990,PRD0026,1,51.81,0.15
1722,ORD500991,PRD0026,1,51.81,0
1723,ORD500992,PRD0013,1,291.51,0
1724,ORD500993,PRD0018,1,181.28,0.25
1725,ORD500993,PRD0017,1,147.48,0.25
1726,ORD500994,PRD0022,1,27.77,0
1727,ORD500995,PRD0009,2,345.4,0
1728,ORD500996,PRD0034,2,9.75,0
1729,ORD500997,PRD0011,1,514.44,0.15
1730,ORD500997,PRD0018,1,181.28,0.1
1731,ORD500998,PRD0036,1,63.41,0
1732,ORD500998,PRD0003,1,395.02,0
1733,ORD500999,PRD0014,3,230.34,0.1
1734,ORD500999,PRD0013,1,291.51,0
1735,ORD501000,PRD0040,1,389.96,0.15
1736,ORD501001,PRD0042,3,190.66,0
1737,ORD501002,PRD0035,1,6.99,0.1
1738,ORD501002,PRD0016,1,101.17,0.1
1739,ORD501002,PRD0037,1,323.55,0.1
1740,ORD501003,PRD0013,1,291.51,0
1741,ORD501003,PRD0039,2,301.61,0.15
1742,ORD501003,PRD0008,1,468.76,0
1743,ORD501004,PRD0015,1,175.89,0.15
1744,ORD501005,PRD0013,1,291.51,0
1745,ORD501006,PRD0041,1,83.78,0
1746,ORD501006,PRD0040,1,389.96,0
1747,ORD501007,PRD0040,1,389.96,0
1748,ORD501007,PRD0003,1,395.02,0
1749,ORD501008,PRD0032,1,55.38,0
1750,ORD501009,PRD0041,2,83.78,0.1
1751,ORD501009,PRD0013,1,291.51,0
1752,ORD501009,PRD0011,1,514.44,0
1753,ORD501009,PRD0011,1,514.44,0.1
1754,ORD501010,PRD0031,2,51.37,0.1
1755,ORD501010,PRD0007,1,40.48,0
1756,ORD501011,PRD0007,1,40.48,0
1757,ORD501011,PRD0034,3,9.75,0
1758,ORD501012,PRD0032,3,55.38,0
1759,ORD501013,PRD0035,2,6.99,0
1760,ORD501013,PRD0026,1,51.81,0.15
1761,ORD501014,PRD0031,1,51.37,0.2
1762,ORD501014,PRD0018,1,181.28,0
1763,ORD501015,PRD0015,2,175.89,0.2
1764,ORD501016,PRD0043,1,373.96,0.15
1765,ORD501017,PRD0031,1,51.37,0
1766,ORD501018,PRD0041,3,83.78,0.2
1767,ORD501019,PRD0039,3,301.61,0
1768,ORD501020,PRD0035,1,6.99,0.1
1769,ORD501020,PRD0035,1,6.99,0
1770,ORD501021,PRD0028,1,47.66,0.1
1771,ORD501021,PRD0031,1,51.37,0
1772,ORD501021,PRD0040,1,389.96,0
1773,ORD501022,PRD0019,3,196.29,0
1774,ORD501023,PRD0020,1,61.78,0
1775,ORD501023,PRD0031,1,51.37,0.1
1776,ORD501024,PRD0010,1,249.37,0.25
1777,ORD501025,PRD0044,1,92.65,0.1
1778,ORD501025,PRD0040,1,389.96,0.15
1779,ORD501025,PRD0019,1,196.29,0
1780,ORD501026,PRD0039,1,301.61,0.15
1781,ORD501027,PRD0031,1,51.37,0.1
1782,ORD501027,PRD0030,3,75.43,0
1783,ORD501028,PRD0010,3,249.37,0
1784,ORD501028,PRD0031,1,51.37,0.15
1785,ORD501029,PRD0037,1,323.55,0.1
1786,ORD501029,PRD0042,1,190.66,0
1787,ORD501029,PRD0035,1,6.99,0
1788,ORD501030,PRD0030,1,75.43,0
1789,ORD501030,PRD0017,1,147.48,0
1790,ORD501030,PRD0003,1,395.02,0
1791,ORD501031,PRD0040,1,389.96,0.1
1792,ORD501031,PRD0031,1,51.37,0
1793,ORD501031,PRD0007,1,40.48,0
1794,ORD501032,PRD0037,1,323.55,0
1795,ORD501032,PRD0017,1,147.48,0
1796,ORD501033,PRD0013,1,291.51,0
1797,ORD501033,PRD0044,1,92.65,0.1
1798,ORD501034,PRD0031,1,51.37,0
1799,ORD501034,PRD0019,2,196.29,0.1
1800,ORD501035,PRD0019,2,196.29,0.1
1801,ORD501036,PRD0009,2,345.4,0
1802,ORD501036,PRD0028,1,47.66,0.1
1803,ORD501037,PRD0041,1,83.78,0
1804,ORD501037,PRD0009,1,345.4,0
1805,ORD501038,PRD0041,2,83.78,0.25
1806,ORD501039,PRD0005,1,145.0,0.1
1807,ORD501039,PRD0007,1,40.48,0
1808,ORD501040,PRD0040,1,389.96,0.1
1809,ORD501040,PRD0023,1,17.37,0
1810,ORD501041,PRD0031,2,51.37,0.25
1811,ORD501041,PRD0011,2,514.44,0
1812,ORD501042,PRD0014,2,230.34,0.1
1813,ORD501043,PRD0011,1,514.44,0
1814,ORD501044,PRD0024,1,91.05,0
1815,ORD501044,PRD0028,2,47.66,0.15
1816,ORD501045,PRD0019,2,196.29,0.15
1817,ORD501045,PRD0037,1,323.55,0
1818,ORD501045,PRD0013,2,291.51,0.1
1819,ORD501046,PRD0011,1,514.44,0
1820,ORD501046,PRD0013,1,291.51,0
1821,ORD501046,PRD0030,1,75.43,0
1822,ORD501046,PRD0019,1,196.29,0.15
1823,ORD501047,PRD0002,2,582.77,0.1
1824,ORD501048,PRD0014,1,230.34,0.1
1825,ORD501049,PRD0036,1,63.41,0
1826,ORD501049,PRD0013,3,291.51,0.25
1827,ORD501050,PRD0013,1,291.51,0
1828,ORD501050,PRD0035,1,6.99,0
1829,ORD501051,PRD0019,1,196.29,0
1830,ORD501051,PRD0044,1,92.65,0
1831,ORD501052,PRD0044,1,92.65,0.1
1832,ORD501053,PRD0039,2,301.61,0
1833,ORD501053,PRD0023,1,17.37,0
1834,ORD501053,PRD0028,1,47.66,0
1835,ORD501054,PRD0011,2,514.44,0.1
1836,ORD501055,PRD0035,1,6.99,0.25
1837,ORD501056,PRD0020,1,61.78,0
1838,ORD501056,PRD0026,3,51.81,0.2
1839,ORD501057,PRD0005,1,145.0,0.1
1840,ORD501057,PRD0011,1,514.44,0.15
1841,ORD501058,PRD0013,1,291.51,0
1842,ORD501058,PRD0018,3,181.28,0
1843,ORD501059,PRD0008,1,468.76,0
1844,ORD501059,PRD0020,1,61.78,0.1
1845,ORD501060,PRD0035,1,6.99,0.1
1846,ORD501060,PRD0010,1,249.37,0
1847,ORD501061,PRD0007,1,40.48,0
1848,ORD501062,PRD0006,1,163.15,0
1849,ORD501062,PRD0003,1,395.02,0.1
1850,ORD501062,PRD0014,1,230.34,0
1851,ORD501063,PRD0004,1,356.31,0.1
1852,ORD501064,PRD0009,3,345.4,0
1853,ORD501064,PRD0015,1,175.89,0.1
1854,ORD501065,PRD0018,2,181.28,0
1855,ORD501065,PRD0020,1,61.78,0.1
1856,ORD501065,PRD0035,2,6.99,0.15
1857,ORD501066,PRD0040,1,389.96,0
1858,ORD501066,PRD0041,1,83.78,0.15
1859,ORD501066,PRD0042,1,190.66,0
1860,ORD501067,PRD0007,1,40.48,0.1
1861,ORD501067,PRD0037,1,323.55,0
1862,ORD501068,PRD0042,3,190.66,0.15
1863,ORD501069,PRD0030,2,75.43,0
1864,ORD501069,PRD0013,1,291.51,0.2
1865,ORD501069,PRD0041,2,83.78,0.15
1866,ORD501070,PRD0011,1,514.44,0
1867,ORD501070,PRD0039,1,301.61,0.1
1868,ORD501071,PRD0035,1,6.99,0
1869,ORD501072,PRD0025,2,57.65,0.15
1870,ORD501072,PRD0036,2,63.41,0
1871,ORD501072,PRD0032,2,55.38,0
1872,ORD501073,PRD0044,1,92.65,0.15
1873,ORD501074,PRD0009,1,345.4,0
1874,ORD501074,PRD0017,3,147.48,0.2
1875,ORD501075,PRD0009,2,345.4,0
1876,ORD501075,PRD0043,1,373.96,0
1877,ORD501076,PRD0013,1,291.51,0.1
1878,ORD501076,PRD0020,2,61.78,0
1879,ORD501076,PRD0004,1,356.31,0
1880,ORD501077,PRD0040,1,389.96,0
1881,ORD501077,PRD0017,1,147.48,0.1
1882,ORD501078,PRD0037,3,323.55,0
1883,ORD501078,PRD0033,1,19.22,0
1884,ORD501078,PRD0028,3,47.66,0
1885,ORD501079,PRD0042,1,190.66,0
1886,ORD501080,PRD0009,1,345.4,0.15
1887,ORD501080,PRD0014,1,230.34,0
1888,ORD501081,PRD0032,1,55.38,0.1
1889,ORD501082,PRD0033,2,19.22,0
1890,ORD501082,PRD0001,1,603.04,0
1891,ORD501083,PRD0032,1,55.38,0
1892,ORD501084,PRD0044,2,92.65,0.1
1893,ORD501085,PRD0037,1,323.55,0
1894,ORD501085,PRD0008,1,468.76,0.2
1895,ORD501086,PRD0013,1,291.51,0.1
1896,ORD501087,PRD0013,1,291.51,0.1
1897,ORD501087,PRD0011,1,514.44,0.1
1898,ORD501088,PRD0011,1,514.44,0
1899,ORD501088,PRD0005,1,145.0,0
1900,ORD501089,PRD0011,1,514.44,0.2
1901,ORD501090,PRD0021,1,246.6,0.2
1902,ORD501091,PRD0020,1,61.78,0.2
1903,ORD501092,PRD0020,3,61.78,0.1
1904,ORD501092,PRD0014,1,230.34,0
1905,ORD501093,PRD0012,2,436.2,0
1906,ORD501094,PRD0043,1,373.96,0.2
1907,ORD501094,PRD0013,1,291.51,0
1908,ORD501094,PRD0003,1,395.02,0
1909,ORD501095,PRD0041,2,83.78,0.2
1910,ORD501095,PRD0020,2,61.78,0.2
1911,ORD501096,PRD0011,1,514.44,0.25
1912,ORD501097,PRD0043,3,373.96,0.15
1913,ORD501098,PRD0007,1,40.48,0
1914,ORD501099,PRD0039,1,301.61,0
1915,ORD501100,PRD0030,3,75.43,0
1916,ORD501100,PRD0014,2,230.34,0.25
1917,ORD501101,PRD0040,3,389.96,0
1918,ORD501101,PRD0014,1,230.34,0.1
1919,ORD501102,PRD0035,1,6.99,0
1920,ORD501102,PRD0028,3,47.66,0
1921,ORD501103,PRD0014,1,230.34,0
1922,ORD501104,PRD0021,1,246.6,0
1923,ORD501105,PRD0033,2,19.22,0
1924,ORD501105,PRD0014,2,230.34,0.15
1925,ORD501106,PRD0036,2,63.41,0
1926,ORD501106,PRD0040,2,389.96,0
1927,ORD501107,PRD0032,1,55.38,0
1928,ORD501107,PRD0040,1,389.96,0
1929,ORD501108,PRD0008,1,468.76,0.2
1930,ORD501108,PRD0042,1,190.66,0
1931,ORD501108,PRD0020,1,61.78,0
1932,ORD501109,PRD0028,2,47.66,0
1933,ORD501110,PRD0017,1,147.48,0.25
1934,ORD501110,PRD0013,2,291.51,0.15
1935,ORD501110,PRD0036,3,63.41,0.15
1936,ORD501111,PRD0002,1,582.77,0
1937,ORD501111,PRD0010,2,249.37,0.15
1938,ORD501112,PRD0014,1,230.34,0.1
1939,ORD501113,PRD0022,1,27.77,0
1940,ORD501114,PRD0031,1,51.37,0
1941,ORD501115,PRD0039,1,301.61,0
1942,ORD501116,PRD0022,3,27.77,0
1943,ORD501116,PRD0017,2,147.48,0.1
1944,ORD501117,PRD0013,3,291.51,0.2
1945,ORD501118,PRD0020,1,61.78,0
1946,ORD501118,PRD0020,2,61.78,0.1
1947,ORD501118,PRD0017,1,147.48,0.1
1948,ORD501119,PRD0037,1,323.55,0
1949,ORD501119,PRD0011,1,514.44,0
1950,ORD501120,PRD0016,1,101.17,0
1951,ORD501120,PRD0042,1,190.66,0
1952,ORD501121,PRD0040,1,389.96,0.15
1953,ORD501122,PRD0014,2,230.34,0
1954,ORD501122,PRD0017,1,147.48,0.25
1955,ORD501123,PRD0040,1,389.96,0
1956,ORD501123,PRD0019,1,196.29,0
1957,ORD501123,PRD0010,1,249.37,0.1
1958,ORD501123,PRD0011,1,514.44,0.1
1959,ORD501124,PRD0031,1,51.37,0.1
1960,ORD501125,PRD0007,1,40.48,0
1961,ORD501125,PRD0019,1,196.29,0.1
1962,ORD501125,PRD0011,1,514.44,0
1963,ORD501126,PRD0020,1,61.78,0.25
1964,ORD501127,PRD0031,1,51.37,0.1
1965,ORD501128,PRD0028,3,47.66,0.2
1966,ORD501129,PRD0044,2,92.65,0
1967,ORD501129,PRD0040,1,389.96,0
1968,ORD501129,PRD0036,2,63.41,0
1969,ORD501129,PRD0009,3,345.4,0
1970,ORD501130,PRD0003,1,395.02,0
1971,ORD501130,PRD0026,1,51.81,0
1972,ORD501131,PRD0040,1,389.96,0
1973,ORD501131,PRD0037,1,323.55,0.15
1974,ORD501132,PRD0019,2,196.29,0
1975,ORD501133,PRD0031,1,51.37,0
1976,ORD501134,PRD0037,1,323.55,0
1977,ORD501134,PRD0040,1,389.96,0.15
1978,ORD501135,PRD0040,1,389.96,0
1979,ORD501135,PRD0027,1,119.31,0
1980,ORD501135,PRD0028,1,47.66,0
1981,ORD501136,PRD0039,1,301.61,0
1982,ORD501137,PRD0014,3,230.34,0
1983,ORD501138,PRD0041,3,83.78,0
1984,ORD501138,PRD0014,2,230.34,0.1
1985,ORD501138,PRD0032,3,55.38,0.15
1986,ORD501139,PRD0033,1,19.22,0.1
1987,ORD501139,PRD0020,1,61.78,0
1988,ORD501140,PRD0044,1,92.65,0.1
1989,ORD501140,PRD0018,1,181.28,0
1990,ORD501141,PRD0040,3,389.96,0
1991,ORD501141,PRD0013,1,291.51,0
1992,ORD501142,PRD0035,1,6.99,0
1993,ORD501143,PRD0010,2,249.37,0.1
1994,ORD501143,PRD0007,2,40.48,0
1995,ORD501144,PRD0019,1,196.29,0.1
1996,ORD501145,PRD0014,1,230.34,0
1997,ORD501146,PRD0003,1,395.02,0.1
1998,ORD501146,PRD0020,1,61.78,0.1
1999,ORD501147,PRD0013,1,291.51,0
2000,ORD501147,PRD0042,2,190.66,0
2001,ORD501147,PRD0015,2,175.89,0
2002,ORD501148,PRD0035,1,6.99,0
2003,ORD501148,PRD0040,1,389.96,0
2004,ORD501149,PRD0008,1,468.76,0.1
2005,ORD501150,PRD0035,1,6.99,0.1
2006,ORD501151,PRD0039,1,301.61,0.1
2007,ORD501151,PRD0030,1,75.43,0.15
2008,ORD501152,PRD0014,2,230.34,0
2009,ORD501152,PRD0021,1,246.6,0.1
2010,ORD501153,PRD0012,2,436.2,0
2011,ORD501153,PRD0019,2,196.29,0.1
2012,ORD501153,PRD0007,1,40.48,0
2013,ORD501154,PRD0019,1,196.29,0.1
2014,ORD501154,PRD0025,1,57.65,0
2015,ORD501155,PRD0037,1,323.55,0.1
2016,ORD501155,PRD0008,1,468.76,0.1
2017,ORD501156,PRD0041,1,83.78,0
2018,ORD501156,PRD0010,3,249.37,0
2019,ORD501157,PRD0038,1,219.13,0
2020,ORD501158,PRD0031,1,51.37,0
2021,ORD501159,PRD0007,1,40.48,0.15
2022,ORD501160,PRD0020,3,61.78,0.15
2023,ORD501160,PRD0044,1,92.65,0
2024,ORD501160,PRD0007,3,40.48,0.1
2025,ORD501161,PRD0037,1,323.55,0
2026,ORD501161,PRD0031,1,51.37,0.1
2027,ORD501161,PRD0003,2,395.02,0.1
2028,ORD501161,PRD0020,1,61.78,0.15
2029,ORD501162,PRD0013,2,291.51,0
2030,ORD501162,PRD0019,1,196.29,0
2031,ORD501162,PRD0030,1,75.43,0
2032,ORD501163,PRD0007,1,40.48,0.15
2033,ORD501164,PRD0039,2,301.61,0
2034,ORD501164,PRD0014,1,230.34,0
2035,ORD501165,PRD0020,1,61.78,0
2036,ORD501166,PRD0031,1,51.37,0
2037,ORD501166,PRD0008,2,468.76,0
2038,ORD501166,PRD0017,1,147.48,0
